UnitID,Name,UniqueID,Credits,TypeID,Type,LevelID,Level,UnitTypeID,Details
130,"1: Communication in helath and social care",H/600/6872,5,2,BTEC,-1,,,
131,"2: Individual rights in helath and social care",K/600/6873,5,2,BTEC,-1,,,
132,"3: Individual needs in helath and social care",M/600/6874,5,2,BTEC,-1,,,
133,"4: Ensuring safe enviroemnts in health and social care",T/600/6875,5,2,BTEC,-1,,,
578,"10: health and social care services.",H/600/6886,10,2,BTEC,-1,,,"unit 10"
134,"7: Anatomy and physiology",F/600/6880,10,2,BTEC,-1,,,
137,"11: The impact of diet. ",M/600/6888,10,2,BTEC,-1,,,
135,"8: Human lifespan development",R/600/6883,10,2,BTEC,-1,,,
145,"1: Research for Creative Media Production",F/600/6460,5,2,BTEC,-1,,,
146,"2: Communication Techniques for Creative Media Production",M/600/6468,5,2,BTEC,-1,,,
147,"3: The Creative Media Sector",T/600/6469,5,2,BTEC,-1,,,
148,"4: Media Audiences and Products",M/600/6471,5,2,BTEC,-1,,,
149,"5: Video Production",H/600/6483,10,2,BTEC,-1,,,
150,"18: Advertising Production",M/600/6552,10,2,BTEC,-1,,,
151,"19: Writing for the Creative Media",F/600/6555,10,2,BTEC,-1,,,
152,"21: Creative Media Production Project",L/600/6557,10,2,BTEC,-1,,,
770,"7:Print Production ",J/600/6511,10,2,BTEC,-1,,,"This unit aims to develop learners’ understanding of print production techniques and technology. Learners will be introduced to ways of developing ideas for print products, and will investigate and practise hand, mechanical and digital print production methods."
1110,"20: Factual Production for creative media",J/600/6556,10,2,BTEC,2,"Level 2",,
181,"1: Undertake Work Related Experience in the Land-based Industries (Diploma Fisheries)",H/600/9335,5,2,BTEC,-1,,,
182,"2: Environmental and Land-based Business (Diploma Fisheries)",F/600/9357,5,2,BTEC,-1,,,
381,"A1: Working in the Performing Arts Industry",D/502/4809,5,2,BTEC,-1,,,
382,"A2: Professional Development in the Performing Arts Industry",R/502/4810,5,2,BTEC,-1,,,
383,"A3: Performing Arts Production Process",4502/4811,10,2,BTEC,-1,,,
384,"B5: The Development of Drama",M/502/4815,10,2,BTEC,-1,,,
385,"B4: Acting Skills and Techniques",K/502/4814,10,2,BTEC,-1,,,
733,"B6 Devising",A/502/4817,10,2,BTEC,-1,,,
387,"C12: Jazz Dance",M/502/4832,10,2,BTEC,-1,,,
388,"C13: Performing Dance",M/502/4829,10,2,BTEC,-1,,,
389,"1: Working in the Music Industry",H/600/3745,5,2,BTEC,-1,,,
390,"2: Professional Development in the Music Industry",M/600/4459,5,2,BTEC,-1,,,
391,"3: Planning and Creating a Music Product",T/600/3765,10,2,BTEC,-1,,,
392,"5: Exploring Musical
Composition",J/502/4867,10,2,BTEC,-1,,,
393,"6: Working as a Musical
Ensemble",H/502/4889,10,2,BTEC,-1,,,
394,"7: Exploring Computer Systems
Used By Musicians",K/502/4893,10,2,BTEC,-1,,,
395,"9: Producing a Musical
Recording",M/502/4877,10,2,BTEC,-1,,,
479,"3: Outdoor and Adventurous Activities",M/600/2260,10,2,BTEC,-1,,,
480,"7: Planning and leading sporting activities",T/502/5481,10,2,BTEC,-1,,,
481,"13: work experience in the sports industry",A/600/2262,10,2,BTEC,-1,,,
482,"16: leading outdoor and adventurous activities",T/600/2261,10,2,BTEC,-1,,,
483,"17: expedition experience",D/502/5538,10,2,BTEC,-1,,,
501,"Unit 01: Business Purposes",L/502/5244,5,2,BTEC,-1,,,
502,"Unit 02: Business Organisations",H/502/5248,5,2,BTEC,-1,,,
503,"Unit 03: Financial Forecasting for Business",K/502/5252,5,2,BTEC,-1,,,
504,"Unit 04: People in Organisations",A/502/5255,5,2,BTEC,-1,,,
688,"Unit 06: Providing Business Support",L/502/5258,5,2,BTEC,-1,,,
689,"Unit 09: Training and Employment",H/502/5315,5,2,BTEC,-1,,,
690,"Unit 11: Customer Relations",T/502/5321,10,2,BTEC,-1,,,
691,"Unit 15: Bookkeeping for Business",K/502/5333,5,2,BTEC,-1,,,
692,"Unit 19: The Marketing Plan",R/600/0310,5,2,BTEC,-1,,,
693,"Unit 21: Promoting and Branding",D/502/5345,10,2,BTEC,-1,,,
676,"1: Chemistry and Our Earth",H/502/4830,5,2,BTEC,-1,,,"Unit 1 of the applied science diploma."
677,"2: Energy and Our Universe",H/502/4990,5,2,BTEC,-1,,,
678,"3:  Biology and Our Environment",M/502/4992,5,2,BTEC,-1,,,
679,"4: Applications of Chemical Substances",L/502/4997,5,2,BTEC,-1,,,
680,"7: Practical Scientific Project",A/502/5001,5,2,BTEC,-1,,,
682,"10: The Living Body",L/502/5003,10,2,BTEC,-1,,,
683,"13: Investigating a Crime Scene",D/502/5006,10,2,BTEC,-1,,,
684,"19: Electronics in Action",A/502/5014,10,2,BTEC,-1,,,
730,"21: Science in the World",J/502/5016,5,2,BTEC,-1,,,
719,"Preparing and Controlling Engineering Manufacturing Operations",H/600/0389,5,2,BTEC,-1,,,
530,"Working Safely &amp; Effectively in Engineering",M/600/0377,5,2,BTEC,-1,,,
531,"Interpreting &amp; Using Engineering Information",T/600/0378,5,2,BTEC,-1,,,
532,"Mathematics for Engineering Technicians",K/600/0409,5,2,BTEC,-1,,,
533,"Applied Electrical &amp; Mechanical Science for Technicians Unit 4",A/600/0387,5,2,BTEC,-1,,,
534,"Selecting Engineering Materials unit 8",A/600/0396,5,2,BTEC,-1,,,
535,"Engineering Marking Out",J/600/0417,5,2,BTEC,-1,,,
536,"Using Computer Aided Drawing Techniques in Engineering",L/600/0399,10,2,BTEC,-1,,,
537,"Electronic Circuit Construction",L/600/0418,10,2,BTEC,-1,,,
538,"Selecting &amp; Using Secondary Machining Techniques to Remove Materials Unit 14",D/600/0410,10,2,BTEC,-1,,,
1109,"Performing Scripted Plays",F/502/4818,10,2,BTEC,2,"Level 2",,
980,"29: Presenting Information Using IT",D/601/5828,10,2,BTEC,2,"Level 2",,
1088,"Exercise and Fitness Instruction",14,10,2,BTEC,2,"Level 2",,
1085,"Sports Development",6,10,2,BTEC,2,"Level 2",,
1199,"Injury in Sport","Unit 5",10,2,BTEC,2,"Level 2",,
141,"7: Undertake Horse Grooming, Trimming and Plaiting",H/601/0310,5,2,BTEC,-1,,,
142,"10: Introduction to the Principles of Horse Behaviour",T/601/0375,5,2,BTEC,-1,,,
1084,"Unit 17: Participate in Propagation Techniques",Y/600/9865,10,2,BTEC,2,"Level 2",,
1093,"Introduction to Game Management",Y/600/9400,10,2,BTEC,2,"Level 2",,
1094,"Conservation and Improvement of British Habitats",R/600/9380,10,2,BTEC,2,"Level 2",,
1095,"Environmental and Land-based Business",F/600/9357,10,2,BTEC,2,"Level 2",,
1098,"1: Undertake Work Experience in the Land-based Industries",H/600/9335,10,2,BTEC,2,"Level 2",,"This unit aims to provide learners with an understanding of the principles of work related experience and how
these can be applied in practice. This unit is primarily aimed at learners within a centre-based setting looking
to progress into the sector or further education and training."
477,"2: Computer Systems",M/601/7261,10,2,BTEC,-1,,,
653,"Example Unit",E/100/JT26,0,2,BTEC,-1,,,"Example unit description"
136,"9: Creative and theraputic activities",D/600/6885,10,2,BTEC,-1,,,
363,"19: Manage Winter and Summer Sports Turf Surfaces",J/600/9859,10,2,BTEC,-1,,,
299,"1: Chemistry and Our Earth",H/502/4830,5,2,BTEC,-1,,,
300,"2: Energy and Our Universe",H/502/4990,5,2,BTEC,-1,,,
301,"3: Biology and Our Environment",M/502/4992,5,2,BTEC,-1,,,
277,"17: Participate in Propagation
Techniques",Y/600/9865,10,2,BTEC,-1,,,
396,"12: The Development of Music",Y/502/4887,10,2,BTEC,-1,,,
11,"1: Visual Recording in Art and Design",J/502/4965,10,2,BTEC,-1,,,
12,"2: Materials, Techniques, and Processes in Art and Design",R/502/4967,10,2,BTEC,-1,,,
13,"3: Ideas and Concepts in Art and Design",K/502/5736,10,2,BTEC,-1,,,
14,"4: Communication Through Art and Design",D/502/4969,10,2,BTEC,-1,,,
15,"5: Contextual Influences in Art and Design 10",R/502/4970,10,2,BTEC,-1,,,
16,"6: Application, Exploration and Realisation",502/4973,20,2,BTEC,-1,,,
17,"12: Computers in Art and Design",Y/502/5747,10,2,BTEC,-1,,,
18,"25: Studio Photography",H/502/5489,10,2,BTEC,-1,,,
19,"26: Specialist Studio Photography",Y/502/5019,10,2,BTEC,-1,,,
20,"27: Digital Image Capture and Editing",K/502/5025,10,2,BTEC,-1,,,
22,"32: Experimental Imagery in Photography",K/502/5235,10,2,BTEC,-1,,,
23,"34: Image Manipulation Using Computer Applications",A/502/4980,10,2,BTEC,-1,,,
735,"29: Photography Location Techniques",Y/502/5232,10,2,BTEC,-1,,,
1099,"Unit 15 - Development Planning for a Career in Business",H/502/5444,10,2,BTEC,3,"Level 3",,"The aim of this unit is to enable learners to plan their career in business. Learners will do this by exploring
career options and building a career plan supported by research, self-assessment and realistic targets."
219,"Unit 01: The Business Environment (BTEC)",Y/502/5408,10,2,BTEC,-1,,,
220,"Unit 02: Business Resources",D/502/5409,10,2,BTEC,-1,,,
222,"Unit 04: Business Communication",H/502/5413,10,2,BTEC,-1,,,
700,"Unit 19: Developing Teams in Business",T/502/5450,10,2,BTEC,-1,,,
694,"Unit 05: Business Accounting",M/502/5415,10,2,BTEC,-1,,,
703,"Unit 29: Understanding Retailing",J/502/5503,10,2,BTEC,-1,,,
221,"Unit 03: Introduction to Marketing",Y/502/5411,10,2,BTEC,-1,,,
702,"Unit 18: Managing a Business Event",F/502/5449,10,2,BTEC,-1,,,
705,"Unit 36: Starting a Small Business",Y/502/5487,10,2,BTEC,-1,,,
1107,"Unit 12: Internet Marketing",M/502/5432,10,2,BTEC,3,"Level 3",,
697,"Unit 13: Recruitment and Selection",A/502/5434,10,2,BTEC,-1,,,
28,"3: Undertake Estate Skills",Y/600/9610,10,2,BTEC,-1,,,
643,"16: Understanding Aquatic Ecosystems",Y/600/9218,10,2,BTEC,-1,,,
489,"07: Understanding Freshwater Aquarium Systems",Y/601/0272,10,2,BTEC,-1,,,
486,"04: Understanding Water Quality",Y/600/9638,10,2,BTEC,-1,,,
487,"05: Understanding Fish Health and Welfare",J/600/9232,10,2,BTEC,-1,,,
498,"26: Understanding Fishery Management",R/600/9623,10,2,BTEC,-1,,,
493,"17: Understanding Coarse, Game and Sea Angling Techniques",M/600/9225,10,2,BTEC,-1,,,
33,"20: Understanding Freshwater and Wetland Management",K/601/0079,10,2,BTEC,-1,,,
494,"18: Understanding Cyprinid Fish Farming",K/601/0275,10,2,BTEC,-1,,,
111,"1: Understand and Promote Animal Health",D/600/9365,10,2,BTEC,-1,,,
112,"2: Understand the Principles of Animal Biology",J/600/9389,10,2,BTEC,-1,,,
113,"3: Understand Animal Anatomy and Physiology",K/600/9367,10,2,BTEC,-1,,,
114,"4: Undertake Animal Handling and Safe Working",F/600/9391,10,2,BTEC,-1,,,
115,"5: Plan and Monitor Animal Feeding",T/600/9372,5,2,BTEC,-1,,,
116,"6: Manage Animal Accommodation",H/600/9366,5,2,BTEC,-1,,,
117,"7: Undertake an Investigative Project in the Land-based Sector",M/601/0021,10,2,BTEC,-1,,,
118,"8: Undertake and Review Work Related Experience in the Land-based Industries",R/600/9394,10,2,BTEC,-1,,,
119,"9: Business Management in the Land Based Sector ",M/600/9709,10,2,BTEC,-1,,,
121,"11: Understand the Principles of Animal Nursing ",M/600/9404,10,2,BTEC,-1,,,
122,"13: Understand and Interpret Animal Behaviour and Communication ",D/600/9401,10,2,BTEC,-1,,,
123,"14: Understand Animal Welfare and Breed Development ",F/600/9410,10,2,BTEC,3,"Level 3",,
125,"18: Understand the Principles and carry out the practice of Exotic Animal Health and Husbandry ",H/600/9416,10,2,BTEC,-1,,,
127,"21: Understand and Carry out Farm Livestock Husbandry ",L/600/9457,10,2,BTEC,-1,,,
128,"31: Understand the principles of zoological animal health and husbandry ",Y/600/9428,10,2,BTEC,-1,,,
930,"22: Undertake Kennel and Cattery Management",M/600/9418,10,2,BTEC,3,"Level 3",,
1111,"25: Undertake Estate Skills",Y/600/9610,10,2,BTEC,3,"Level 3",,
577,"17: Understand the Principles of Aquatics Husbandry and Management",J/600/9442,10,2,BTEC,-1,,,
252,"3: Assessing Risk in Sport",R/502/5617,10,2,BTEC,-1,,,
254,"7: Fitness Testing for Sport and Exercise",A/502/5630,10,2,BTEC,-1,,,
250,"1: Principles of Anatomy and Physiology in Sport",D/502/4888,5,2,BTEC,-1,,,
251,"2: The Physiology of Fitness",R/502/5486,5,2,BTEC,-1,,,
253,"4: Fitness Training and Programming",D/502/5619,10,2,BTEC,-1,,,
258,"15: Instructing Physical Activity and Exercise",F/502/5726,10,2,BTEC,-1,,,
255,"8: Practical Team Sports",R/502/5634,10,2,BTEC,-1,,,
263,"22: Rules, Regulations and Officiating in Sport",K/502/5767,10,2,BTEC,-1,,,
257,"14: Exercise, Health and Lifestyle",T/502/5724,10,2,BTEC,-1,,,
267,"39: Sports Facilities and Operational Management",T/600/0008,10,2,BTEC,-1,,,
285,"5: Sports Coaching",Y/502/5621,10,2,BTEC,-1,,,
346,"6: Sports Development",H/502/5623,10,2,BTEC,-1,,,
347,"9: Practical Individual Sports",D/502/5636,10,2,BTEC,-1,,,
288,"13: Leadership in Sport",K/502/5722,10,2,BTEC,-1,,,
256,"11: Sports Nutrition",H/502/5640,10,2,BTEC,-1,,,
259,"17: Psychology for Sports Performance",A/502/5739,10,2,BTEC,-1,,,
260,"18: Sports Injuries",R/502/5746,10,2,BTEC,-1,,,
264,"23: Organising Sports Events",F/502/5774,10,2,BTEC,-1,,,
348,"16: Exercise for Specific Groups",Y/502/5733,10,2,BTEC,-1,,,
413,"2: Undertake and Review Work Related Experience in the Land-based Industries",R/600/9394,10,2,BTEC,-1,,,
414,"3: Select, Fit and Evaluate Horse Tack and Equipment ",F/601/0332,10,2,BTEC,-1,,,
415,"4: Plan and Monitor Animal Feeding ",T/600/9372,5,2,BTEC,-1,,,
416,"5: Prepare Horses for Presentation",K/601/2513,5,2,BTEC,-1,,,
417,"6:  Undertake Stable and Yard Management ",J/601/0378,10,2,BTEC,-1,,,
418,"7: Understand the Principles of Animal Biology",J/600/9389,10,2,BTEC,-1,,,
419,"8: Understand Animal Anatomy and Physiology",K/600/9367,10,2,BTEC,-1,,,
420,"9: Understand the Principles of Horse Behaviour and Welfare ",L/601/0320,10,2,BTEC,-1,,,
421,"10: Working Horses From the Ground ",T/601/0389,10,2,BTEC,-1,,,
422,"12: Understand and Apply the Principles of Horse Fitness ",R/601/0335,10,2,BTEC,-1,,,
423,"14: Understand the Principles of Horse Rehabilitation and Therapy ",J/601/0347,10,2,BTEC,-1,,,
424,"17: Riding and Exercising Horses OPTION - Riding",L/601/0351,10,2,BTEC,-1,,,
425,"19: Introduction to the Horse Racing Industry ",R/601/1520,10,2,BTEC,-1,,,
426,"20: Riding Horses on the Flat OPTION - Riding",A/601/0359,10,2,BTEC,-1,,,
427,"22: Understand the Principles of Equitation ",K/601/0308,10,2,BTEC,-1,,,
428,"23: Business management for the land based industries OPTION – Non Riding ",M/600/9709,10,2,BTEC,-1,,,
429,"24: Undertake an Investigative Project OPTION – Non Riding",M/601/0021,10,2,BTEC,-1,,,
431,"28: Contribute to Managing an Equine Event ",F/601/1514,10,2,BTEC,-1,,,
950,"Understand Grassland Management",R/600/9136,10,2,BTEC,3,"Level 3",,
350,"3: Understand the Principles of Plant Science",L/600/9149,5,2,BTEC,-1,,,
351,"4: Understand the Principles of Soil Science",T/600/9579,5,2,BTEC,-1,,,
353,"9: Undertaking Land-based Machinery Operations",H/600/9805,10,2,BTEC,-1,,,
356,"8 FA: Understand the Principlesof Tree Felling and Chainsaw Use",K/600/9837,10,2,BTEC,-1,,,
357,"9: Establish and Manage Exterior Plant Displays",T/600/9971,10,2,BTEC,-1,,,
359,"13: Construct and Establish Sports and Amenity Turf Areas",M/600/9922,10,2,BTEC,-1,,,
360,"14: Maintain Turf in Parks and Gardens",M/600/9970,10,2,BTEC,-1,,,
102,"5: Understand and Carry Out Identification, Planting and Care of Trees",Y/600/9980,10,2,BTEC,-1,,,
354,"7: Undertake Identification,Selection and Use of Ornamental Plants",H/600/9982,10,2,BTEC,-1,,,
365,"25: Construct Horizontal Landscape Surfaces",A/600/9955,10,2,BTEC,-1,,,
367,"30 FA: Undertake Tree and Shrub Pruning and Maintenance",F/600/9911,10,2,BTEC,-1,,,
107,"9: Understand the Principles and Identify the Signs of Pests and Diseases of Trees",K/600/9921,10,2,BTEC,-1,,,
355,"8: Understand the Principles and Practices of Landscapeand Garden Design",K/600/9885,10,2,BTEC,-1,,,
26,"1: Undertake an Investigative Project in the Land-based Sector",M/601/0021,10,2,BTEC,-1,,,
349,"2: Business Management in the Land-based Sector",M/600/9709,10,2,BTEC,-1,,,
361,"16: Manage Plant PropagationActivities",T/600/9842,10,2,BTEC,-1,,,
109,"23: Undertake Arboricultural Skills",J/601/1823,10,2,BTEC,-1,,,
1083,"28: Construct and Maintain Decorative Landscape Features",J/600/9943,10,2,BTEC,3,"Level 3",,
640,"31: Undertake Horticultural Production Techniques - Outdoors",J/600/9974,10,2,BTEC,-1,,,
1207,"Undertake Horticulture Production Techniques - Protected.",L/600/9975,10,2,BTEC,3,"Level 3",,
352,"5: Undertake and Review Work Experience in the Land-based Industries",R/600/9394,10,2,BTEC,-1,,,
358,"10: Establish and Manage Interior Plant Displays",F/600/9973,10,2,BTEC,-1,,,
362,"18: Undertake Computer AidedDesign in Horticulture,Treework and Blacksmithing",M/600/9919,10,2,BTEC,-1,,,
364,"20: Manage Amenity Turf",K/600/9840,10,2,BTEC,-1,,,
366,"27: Construction andMaintenance of TimberLandscape Features",H/600/9948,10,2,BTEC,-1,,,
368,"32: Undertake HorticulturalProduction Techniques –Protected",L/600/9975,10,2,BTEC,-1,,,
108,"20: Undertake Tree Surveys and Inspections and Analyse the Data",T/601/0408,10,2,BTEC,-1,,,
103,"6: Understand and Carry Out Tree Planting, Aftercare and Protection",H/600/9836,10,2,BTEC,-1,,,
642,"Undertake Advanced Arboricultural Practices",A/600/9843,10,2,BTEC,-1,,,
261,"19: Analysis of Sports Performance",M/502/5754,10,2,BTEC,-1,,,
265,"27: Technical and Tactical Skills in Sport",K/502/5784,10,2,BTEC,-1,,,
270,"43: Laboratory and Experimental Methods in Sport and Exercise Sciences",L/600/0032,10,2,BTEC,-1,,,
266,"28: The Athlete&#039;s Lifestyle",A/502/5790,10,2,BTEC,-1,,,
85,"9: Outdoor and Adventurous Expeditions",J/502/5825,10,2,BTEC,-1,,,
27,"2: Understanding the Principles of Wildlife Populations, Ecology and Conservation",J/601/0106,10,2,BTEC,-1,,,
29,"4: Undertake and Review Work Related Experience in the Land-based Industries",R/600/9394,10,2,BTEC,-1,,,
30,"10: Understand the Principles of Tree Felling and Chainsaw Use",K/600/9837,10,2,BTEC,-1,,,
31,"16: Understanding Heathland Habitat Management",J/600/9411,10,2,BTEC,-1,,,
32,"18: Undertaking Farm Habitat Management",F/600/9620,10,2,BTEC,-1,,,
34,"27: Understand Deer Management",R/600/9430,10,2,BTEC,-1,,,
35,"28: Undertaking Vertebrate Pest and Predator Control",K/600/9420,10,2,BTEC,-1,,,
36,"30: Undertaking Woodland Habitat Management",Y/600/9204,10,2,BTEC,-1,,,
37,"33: Undertake Gamebird Production",A/600/9440,10,2,BTEC,-1,,,
38,"34: Understanding Principles of Game Management",J/600/9179,10,2,BTEC,-1,,,
39,"41: Understand and Carry Out Tree Planting, Aftercare and Protection",H/600/9836,10,2,BTEC,-1,,,
40,"45: Livestock Use in Conservation Management",A/600/9826,10,2,BTEC,-1,,,
579,"Understanding Coastal Management",M/600/9175,10,2,BTEC,-1,,,
658,"Understanding Principles of Forest Recreation",F/600/9827,10,2,BTEC,-1,,,
41,"1: Investigating the Travel and Tourism Sector",Y/600/9476,10,2,BTEC,-1,,,
42,"2: The Business of Travel and Tourism",D/600/9480,10,2,BTEC,-1,,,
43,"3: The UK as a Destination",A/600/9485,10,2,BTEC,-1,,,
44,"4: Customer Service in Travel and Tourism",L/600/9488,10,2,BTEC,-1,,,
45,"5: Marketing Travel and Tourism Products and Services",R/600/9489,10,2,BTEC,-1,,,
46,"6: Preparing for Employment in Travel and Tourism",J/600/9490,10,2,BTEC,-1,,,
47,"7: European Destinations",R/600/9492,10,2,BTEC,-1,,,
48,"9: Retail Travel Operations",D/600/9494,10,2,BTEC,-1,,,
49,"11: Investigating the Cruise Industry",H/600/9495,5,2,BTEC,-1,,,
50,"15: Working as a Holiday Representative",T/600/9615,10,2,BTEC,-1,,,
51,"16: Passenger Transport for Travel and Tourism",F/600/9617,10,2,BTEC,-1,,,
52,"21 - Entertainment for Holidaymakers",J/600/9621,10,2,BTEC,-1,,,
53,"19: UK Visitor Attractions",D/600/8488,5,2,BTEC,-1,,,
54,"22: Work Experience in the Travel and Tourism Sector",T/600/9677,10,2,BTEC,-1,,,
55,"25: Working as a Children&#039;s Representative in Travel and Tourism",D/600/9687,10,2,BTEC,-1,,,
731,"12 Responsible Tourism",M/600/9497,10,2,BTEC,-1,,,
1182,"10: Business Travel Operations",H/600/9495,10,2,BTEC,3,"Level 3",,"This unit will develop learners’ knowledge of the business travel environment and the operational practices 
necessary to meet the needs of customers. The unit will also enable learners to gain an understanding of 
factors that are currently affecting business travel. Learners will also develop skills in selecting, costing and 
providing information for business trips."
78,"1: Government, Policies and the Public Services",K/600/5979,10,2,BTEC,-1,,,
79,"2: Leadership and Teamwork in the Public Services",J/600/5987,15,2,BTEC,-1,,,
80,"3: Citizenship, Diversity and the Public Services",K/600/5979,15,2,BTEC,-1,,,
81,"4: Understanding Discipline in the Uniformed Public Services",K/600/6009,10,2,BTEC,-1,,,
83,"6: Fitness Testing and Training for the Uniformed Public Services",F/600/6023,10,2,BTEC,-1,,,
93,"20: Communication and Technology in the Uniformed Public Services",A/600/6098,10,2,BTEC,-1,,,
96,"35: Land Navigation by Map and Compass",L/600/5361,10,2,BTEC,-1,,,
87,"11: Skills for Water-based Outdoor and Adventurous Activities",J/600/2278,10,2,BTEC,-1,,,
86,"10: Skills for Land-based Outdoor and Adventurous Activities",L/502/5809,10,2,BTEC,-1,,,
98,"1: Understand the Principles of Plant Science",L/600/9149,5,2,BTEC,-1,,,
99,"2: Understand the Principles of Soil Science",T/600/9579,5,2,BTEC,-1,,,
100,"3: Undertake an Investigative Project in the Land-based Sector",M/601/0021,10,2,BTEC,-1,,,
101,"4: Undertake and Review Work-Related Experience in the Land-based Industries",R/600/9394,10,2,BTEC,-1,,,
104,"7: Undertake Identification, Selection and Use of Ornamental Plants",H/600/9982,10,2,BTEC,-1,,,
105,"9: Undertaking Land-based Machinery Operations",H/600/9805,10,2,BTEC,3,"Level 3",,
106,"8: Understand the Principles of Tree Felling and Chainsaw Use",K/600/9837,10,2,BTEC,-1,,,
110,"30: Undertake Tree and Shrub Pruning and Maintenance",F/600/9911,10,2,BTEC,-1,,,
164,"7: Composing Music",T/600/6908,10,2,BTEC,-1,,,
166,"14: Listening Skills for Music Technologists",K/600/6985,10,2,BTEC,-1,,,
168,"17: Marketing and Promotion in
the Music Industry",R/600/7001,10,2,BTEC,-1,,,
169,"20: Music and Sound for the
Moving Image",F/600/6989,10,2,BTEC,-1,,,
170,"25: Music Production Techniques",M/600/6972,10,2,BTEC,-1,,,
171,"26: Music Technology in Performance",F/600/6961,10,2,BTEC,-1,,,
172,"29: Live Sound Techniques",A/600/6960,10,2,BTEC,-1,,,
175,"32: Sequencing Systems and Techniques",J/600/6945,10,2,BTEC,-1,,,
176,"35: Sound Creation andManipulation",J/600/6928,10,2,BTEC,-1,,,
177,"37: The Functional MusicKeyboard",T/600/6925,10,2,BTEC,3,"Level 3",,
178,"38: The Music Freelance World",H/600/6922,10,2,BTEC,-1,,,
179,"39: The Sound and Music Industry",M/600/6910,10,2,BTEC,-1,,,
180,"40: Working and Developing as a
Musical Ensemble",R/600/6902,10,2,BTEC,-1,,,
729,"9: Delivering a Music Product",R/600/6964,10,2,BTEC,-1,,,
165,"8: Concert Production and
Staging",R/600/6933,10,2,BTEC,-1,,,
183,"10: Personal and Professional Development in Art and Design",D/600/0116,10,2,BTEC,-1,,,
185,"76: Generating Fine Art Ideas",F/502/5337,10,2,BTEC,-1,,,
186,"77: Fine Art Principles",L/502/5339,10,2,BTEC,-1,,,
187,"78: Developing and Realising Fine
Art Ideas",J/502/5341,10,2,BTEC,-1,,,
188,"79: Multi-disciplinary Work in
Fine Art",A/502/5028,10,2,BTEC,-1,,,
189,"80: Painting in Fine Art",H/502/4987,10,2,BTEC,-1,,,
190,"81: Printmaking",R/502/5343,10,2,BTEC,-1,,,
191,"82: Sculpture",Y/502/5344,10,2,BTEC,-1,,,
192,"84: Presenting Fine Art Work",D/502/5491,10,2,BTEC,-1,,,
153,"Health and Safety in the Engineering Workplace",T/600/0249,10,2,BTEC,3,"Level 3",,
154,"Communications for Engineering Technicians",M/600/0251,10,2,BTEC,-1,,,
155,"Engineering Project",T/600/0252,20,2,BTEC,-1,,,
156,"Mathematics for Engineering Technicians",A/600/0253,10,2,BTEC,-1,,,
223,"Mechanical Principles",F/600/0254,10,2,BTEC,-1,,,
157,"Electrical and Electronic Principles UNIT 6",J/600/0255,10,2,BTEC,-1,,,
224,"Business Operations in Engineering",R/600/0257,10,2,BTEC,-1,,,
225,"Commercial Aspects of Eng. Organisations",D/600/0259,10,2,BTEC,-1,,,
226,"Selecting &amp; Using Programmable Controllers",D/600/0276,10,2,BTEC,-1,,,
227,"Further Mathematics for EngineeringTechnicians",H/600/0280,10,2,BTEC,-1,,,
228,"34: Electronic Circuit Manufacture",F/600/0299,10,2,BTEC,-1,,,
229,"35: Principles &amp; Applications of Electronic Devices",K/600/0300,10,2,BTEC,-1,,,
230,"53: Electronic Measurement and Testing",Y/600/0373,10,2,BTEC,-1,,,
231,"57: Principles &amp; Applications of Analogue Electronics",K/600/6744,10,2,BTEC,-1,,,
232,"60: Electronic Fault Finding",F/600/6751,10,2,BTEC,-1,,,
233,"61: Features and Applications of Electrical Machines",D/600/7115,10,2,BTEC,-1,,,
234,"64: Further Electrical Principles",Y/600/7226,10,2,BTEC,-1,,,
262,"20: Talent Identification and Development in Sport",L/502/5759,10,2,BTEC,-1,,,
268,"41: Profiling Sports Performance",K/600/0023,10,2,BTEC,-1,,,
269,"42: Research Investigation in Sport and Exercise Sciences",F/600/0030,10,2,BTEC,-1,,,
278,"1: Researching, Recording and Responding in Art and Design",K/600/6842,20,2,BTEC,-1,,,
279,"2: Media Experimentation in Art and Design",M/600/6843,20,2,BTEC,-1,,,
280,"3: Preparation and Progression in Art and Design",A/600/6845,10,2,BTEC,-1,,,
281,"4: Information and Interpretation in Art and Design",J/600/6847,10,2,BTEC,-1,,,
282,"5: Personal Experimental Studies in Art and Design",R/600/6849,10,2,BTEC,-1,,,
283,"6: Extended Media Development in Art and Design",J/600/6850,10,2,BTEC,-1,,,
284,"10: Final Major Project in Art and Design",R/600/6852,40,2,BTEC,-1,,,
286,"10: Outdoor and Adventurous Activities MLN ",K/502/5638,10,2,BTEC,-1,,,
290,"26: Work Experience in Sport",T/600/2275,10,2,BTEC,-1,,,
291,"29: Principles and Practices in Outdoor Adventure",K/600/2273,10,2,BTEC,-1,,,
292,"30: Equipment and Facilities for Outdoor and Adventurous Activities",M/600/2274,10,2,BTEC,-1,,,
294,"33: Skills for Land-based Outdoor and Adventurous Activities",L/502/5809,10,2,BTEC,-1,,,
295,"34: Skills for Water-based Outdoor and Adventurous Activities",J/600/2278,10,2,BTEC,-1,,,
297,"37: Outdoor and Adventurous Expeditions",J/502/5825,10,2,BTEC,-1,,,
197,"7: Performing to an Audience",K/502/5378,10,2,BTEC,-1,,,
333,"14:  Musical Theatre Performance",R/502/5102,10,2,BTEC,-1,,,
