CriteriaID,Name,Details,Type,UnitID,ParentCriteriaID
1253,P4,"plan the movement of
animals:
movement (from one
cage/pen to another)
transport (from one
location to another)",,114,
1254,P5,"assess the equipment
required to move animals",,114,
1255,P6,"move animals in line with
welfare codes and legislation",,114,
1256,P7,"check animal health prior to
grooming",,114,
1257,P8,"carry out appropriate
grooming for animals safely
and correctly",,114,
6335,P9,"examine the key
responsibilities of employers
and employees under current
health and safety legislation",,114,
6336,P10,"evaluate hazards and risks
within the workplace
[CT, IE, SM]",,114,
6337,P11,"recommend measures to
control hazards and risks in
an animal care unit.",,114,
6338,M4,"summarise health and safety
policies when working with
animals.",,114,
1258,P1,"identify animal nutritional
requirements",,115,
1259,M1,"identify and provide the
sources of individual nutrients
for a selected herbivore,
carnivore and omnivore",,115,
1260,D1,"evaluate given feeding plans
in relation to animal health,
welfare and environmental
enrichment, recommending
justified improvements",,115,
1261,P2,"develop feeding plans for justified ",,115,
1262,M2,"explain key points found in
feeding records for given
animals, relating these to, the
original feeding plan.",,115,
1263,D2,"analyse in detail results of
animal feeding monitoring
relating this to difficulties,
suggesting appropriate
improvements.",,115,
1264,P3,"carry out activities to feed
and water animals",,115,
1265,P4,"monitor the effectiveness of
the animal feeding plan",,115,
1266,P5,"record results of monitoring
animal feeding",,115,
1267,P6,"analyse the factors influencing
the development of animal
feeding plans",,115,
1268,P7,"the feeding plan:
animal behaviour and
condition
quantities of food eaten
costs of feeding against
budget.",,115,
1269,P1,"identify animal requirements
in accordance with animal
welfare requirements and the
five animal needs",,116,
1270,M1,"explain in detail how
animal welfare and five
needs are met in animal
accommodation planning
undertaken",,116,
1271,D1,"evaluate animal
accommodation
plans for sustainability,
legislative compliance and
environmental impact,
making justified suggestions
for improvement",,116,
1272,P2,"prepare plans for animal 
accommodation",,116,
1273,M2,"summarise the need for
animal enrichment within
their accommodation
making some suggestions for
improvement",,116,
1274,D2,"evaluate in depth the use of
enrichment and the suitability
of accommodation in a
current animal collection,
making justified suggestions
for improvement",,116,
1275,P3,"describe the environmental
factors to consider, and
animal requirements, when
planning accommodation for
animals",,116,
1276,P4,"prepare suitable
accommodation for animals",,116,
1277,P5,"maintain suitable
accommodation for animals",,116,
1278,P6,"carry out monitoring
appropriate to the
accommodation and animals",,116,
1279,P7,"evaluate the suitability of
accommodation for animals
including construction
materials, fixtures, fittings and bedding",,116,
1280,P8,"report findings from
monitoring and make
recommendations",,116,
1281,P1,"list information sources
relevant to the topic to be
researched",,117,
1282,M1,"explain the reasons for
choosing a selected
investigative project in the
environmental and
land-based sector",,117,
1283,P2,"carry out research into
potential topics",,117,
1284,M2,"explain why identified
resources are appropriate
to a specified schedule of
operations",,117,
1285,P3,"select and describe a relevant
investigative project topic in
the environmental and landbased
sector",,117,
1286,M3,"explain the importance
of regularly monitoring
performance against a
selected investigative project\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\'s
schedule of operations",,117,
1287,P4,"prepare a proposal for an
investigative project",,117,
1288,P5,"plan operations and
resources required to carry
out a selected investigative
project in the environmental
and land-based sector",,117,
1289,P6,"explain the reasons for
resources selected",,117,
1290,P7,"carry out a selected
investigative project in the
environmental and landbased
sector",,117,
1291,P8,"monitor progress, working to
deadlines",,117,
1292,P9,"discuss the health and
safety implications of the
investigative project",,117,
6553,P10,"report on a selected
investigative project in the
environmental and landbased
sector",,117,
6554,P11,"evaluate achievements and based sector.
areas for improvement of a
selected investigative project",,117,
6555,M4,"prepare a report that
indicates planning, schedule
of operations, monitoring
and completion for a selected
investigative project in the
environmental and landbased
sector.",,117,
6556,D1,"present a full report detailing
planning, schedule of
operations, monitoring and
completion for a selected
investigative project in the
environmental and land-based sector",,117,
1293,P1,"evaluate career and
progression opportunities
within an environmental and
land-based industry",,118,
1294,M1,"justify a suitable range of
career and progression
opportunities within a
selected land-based industry",,118,
1295,D1,"independently select and
apply appropriate interview
skills to a selected workrelated
experience",,118,
1296,P2,"select an appropriate workbased
experience and
complete the application
process",,118,
1297,M2,"independently prepare for
a work-related experience
explaining valid targets, aims
and objectives",,118,
1298,D2,"thoroughly review a specified
work-related experience,
personal skills and skills
opportunities",,118,
1299,P3,"demonstrate interview skills
as an interviewee",,118,
1300,M3,"explain strengths and
areas for improvement of
a specified work-related
experience.",,118,
1301,P4,"prepare for a work-based
experience, identifying
targets, aims and objectives",,118,
1302,P5,"undertake a selected
appropriate work-based
experience",,118,
1303,P6,"maintain a record of activities
and achievements during a
work-based experience",,118,
1304,P7,"present evidence of activities
and achievements during a
work-based experience",,118,
1305,P8,"review a work-based
experience, identifying
strengths and areas for
improvement",,118,
1306,P1,"describe the importance of
businesses within the industry
to the economy",,119,
1307,M1,"discuss the impact of other
organisations on a specified
land-based business",,119,
1308,D1,"discuss how resources,
business structure and
relationships with other
organisations affect success
in a specified land-based
 business",,119,
1309,P2,"outline the range of business
associated businesses allied to the industry",,119,
1310,M2,"discuss how job roles relate
to the business structure, use
of resources and enterprise
performance in a specified
land-based business",,119,
1311,D2,"analyse physical and
financial records to evaluate
business performance and
recommend improvements.",,119,
1312,P3,"explain the legal structure and
organisation of a land-based
business",,119,
1313,M3,"discuss the importance of
meeting market requirements
for a specified land-based
business",,119,
1314,P4,"explain the physical resource
requirements of a selected
land-based business",,119,
1315,P5,"describe different job roles
and responsibilities in a
selected land-based business",,119,
1316,P6,"describe the marketplace,
customers and competitors
for a land-based business",,119,
1317,P7,"explain features of an efficient supply chain in a land-based context",,119,
1318,P8,"review quality management
systems and practices within
a land-based business",,119,
6363,P9,"review financial records for a
selected land-based business",,119,
6364,P10,"examine physical records
for a selected land-based
business",,119,
6365,P11,"examine the use of financial
and physical records
in monitoring business
performance and progress.",,119,
6366,M4,"discuss the use and purpose
of physical and financial
records, including how they
may be used to monitor
business performance and
progress.",,119,
1335,P1,"carry out general health
checks on an in-patient",,121,
1336,M1,"describe the health and
safetyconsiderations when
handling and restraining
animals for veterinary
procedures",,121,
1337,D1,"compare the in-patient care
of neonates and geriatrics",,121,
1338,P2,"carry out in-patient
monitoring techniques",,121,
1339,M2,"describe the procedures for
providing fluid therapy and
barrier nursing",,121,
1340,D2,"compare values and
responsibilities of staff in given
animal care practices",,121,
1341,P3,"handle and restrain animals
for veterinary procedures
in a way that complies with
relevant legislation and
minimises stress and injury",,121,
1342,M3,"compare specified types of
veterinary practice",,121,
1343,D3,"evaluate the impact of body
language and tone of voice
when dealing with clients.",,121,
1344,P4,"evaluate the use of specific
equipment for veterinary
practice procedures",,121,
1345,M4,"explain the importance of
good customer care in the
veterinary practice.",,121,
1346,P5,"explain the roles of staff in a
veterinary practice",,121,
1347,P6,"explain current relevant
legislation for veterinary
practices",,121,
1348,P7,"design a veterinary practice
to include health and safety
factors",,121,
1349,P8,"evaluate features of
veterinary practice design and
layout with regard to patient
care and recovery",,121,
1350,P9,"discuss the impact of
veterinary practices on the
environment",,121,
1351,P10,"discuss the different situations which may occur between
veterinary practice staff and
clients",,121,
1352,P11,"evaluate how to deal with
different situations involving
veterinary practice clients and
their pets",,121,
1353,P1,"analyse whether an animal
is behaving normally or
abnormally",,122,
1354,M1,"discuss the range of abnormal
behaviours which can occur
in domestic and captive
species",,122,
1355,D1,"explain in detail how to use
valid learning processes and
behavioural influences to train
captive or domestic animals.",,122,
1356,P2,"explain the possible causes
of abnormal behaviour in
animals",,122,
1357,M2,"construct an ethogram
for one species of animal
to record and identify its
behaviours",,122,
1358,P3,"compare the behaviour of a
wild animal with its captive or
domestic counterpart",,122,
1359,M3,"explain how bonding and
imprinting can aid survival in
animal species.",,122,
1360,P4,"identify visual signs that an
animal species would show
for the following behaviours
dominance, submission, fear,
aggression, stress",,122,
1361,P5,"monitor learned and
instinctive behaviour in
animals",,122,
1362,P6,"record learned and instinctive
behaviour in animals",,122,
1363,P7,"explain the evolutionary
development of behaviour",,122,
1364,P8,"discuss how internal and
external factors can influence
behaviour",,122,
1365,P9,"discuss how the senses
are involved in animal
communication",,122,
1366,P10,"compare bonding and
imprinting in animals",,122,
1367,P11,"explain how effective
communication can reduce
conflict between animals.",,122,
6340,D2,"explain in detail how to use
valid learning processes and
behavioural influences to train
captive or domestic animals",,122,
1368,P1,"explain the principles of
animal evolution",,123,
1369,M1,"discuss the effects of
human influence on the
development of a selected
domesticated breed",,123,
1370,D1,"discuss in detail the
influence of humans on the
development and status of a
selected domesticated animal
a breed",,123,
1371,P2,"explain the development of a breed selected domesticated ",,123,
1372,M2,"explain improvements to the
welfare of a selected animal
which has a role in human
society",,123,
1373,D2,"discuss legal and ethical
aspects of the use of a given
animal species",,123,
1374,P3,"evaluate the effect of
domestication on the welfare
needs of animals",,123,
1375,M3,"describe, using appropriate
examples, the effectiveness
of current UK animal welfare
legislation",,123,
1376,P4,"review the commercial use of
animals and animal products
in human society and how
their welfare may be affected",,123,
1377,M4,"justify the need for selected
animal welfare organisations",,123,
1378,P5,"explain the role of working
animals in human society and
how their welfare may be
affected",,123,
1379,P6,"assess the role of animals in
human cultures:
media
sport and leisure
as symbols
and how their welfare may
be affected",,123,
1380,P7,"identify current UK animal
welfare legislation",,123,
1381,P8,"describe the objectives of
selected current UK animal
welfare legislation",,123,
1382,P9,"explain the roles and aims
of specified animal welfare
organisations",,123,
1383,P10,"compare the effectiveness
of specified animal welfare
organisations in the
promotion of animal welfare.",,123,
1399,P1,"explain ethical sourcing of
exotic animal species",,125,
1400,M1,"justify the need for the
keeping of exotic animals
species",,125,
1401,D1,"evaluate a given exotic animal
collection offer realistic and
valid recommendations for
improvement",,125,
1402,P2,"discuss the impact of the
five animal ‘needs\\\' on exotic
animal welfare",,125,
1403,M2,"describe common zoonotic
diseases associated with
exotic mammals, their
symptoms, treatment and
prevention",,125,
1404,D2,"evaluate one exotic animal
collection for the provision
of suitable housing, nutrition
and animal welfare,
offering valid and realistic
recommendations for
improvement",,125,
1405,P3,"discuss the legislation
associated with keeping
exotic animal species in
captivity",,125,
1406,M3,"discuss why knowledge of
an animal\\\'s natural habitat
should be taken into
consideration when preparing
accommodation for an exotic
animal",,125,
1407,D3,"discuss the effectiveness
of legislation and current
welfare codes relating to the
movement of exotic animals.",,125,
1408,P4,"explain the causes of ill health
and poor welfare in exotic
animal species",,125,
1409,M4,"discuss the problems
associated with the feeding
of exotic animals and offer
appropriate solutions",,125,
1410,P5,"explain how disease
symptoms in exotic animals
are recorded, monitored and
treated",,125,
1411,M5,"explain the issues associated
with the handling of exotic
animals and any actions which
must be taken to ensure
safety.",,125,
1412,P6,"prepare accommodation
which incorporates features
of natural habitat into
enclosures for exotic animal
species",,125,
1413,P7,"compare maintenance of
housing for different exotic
animal species
bird
mammal
reptile
amphibian
fish
invertebrate",,125,
1414,P8,"report on the nutritional
requirements of exotic animal
species",,125,
1415,P9,"prepare and feed typical daily
diets to selected exotic animal
species",,125,
1416,P10,"handle and restrain exotic
animal species correctly
using appropriate PPE and
equipment",,125,
1417,P11,"plan activities and equipment
to move exotic animal
species according to current
legislation and welfare codes",,125,
1418,P12,"identify the main legislation
regarding the transport of
exotic animal species",,125,
1434,P1,"explain the use of different
breeds of common farm
livestock in production
systems",,127,
1435,M1,"summarise different systems
of production for a given farm
animal judging which is the
most suitable",,127,
1436,D1,"evaluate livestock production
systems in detail relating them
to animal welfare.",,127,
1437,P2,"evaluate production systems
for common farm livestock",,127,
1438,M2,"carry out, record and present
condition scoring on a variety
of farm livestock species,
using selected methods and
equipment",,127,
1439,D2,"evaluate health and behaviour
of selected farm livestock",,127,
1440,P3,"carry out animal health
checks prior to handling farm
livestock",,127,
1441,P4,"select appropriate equipment
to be used when carrying out
handling techniques for farm
livestock",,127,
1442,P5,"handle farm livestock safely
in a way that complies with
relevant legislation and
minimises stress and injury",,127,
1443,P6,"complete animal movement
records appropriately",,127,
6320,P7,"explain the accommodation
requirements of indoor
reared farm livestock",,127,
6321,P8,"explain the accommodation
requirements of outdoor
reared farm livestock",,127,
6322,P9,"discuss the routine
maintenance requirements
of farm livestock
accommodation",,127,
6323,P10,"explain the suitability of feed
rations according to purpose
and life stage of common
farm livestock",,127,
6324,P11,"explain the correct storage
and preparation of feed and
water for common farm
livestock.",,127,
6325,M3,"compare advantages and
disadvantages of alternative
livestock accommodation
provision including
accommodation maintenance",,127,
6326,M4,"plan feed rations for a variety
of selected farm livestock
taking into account life stage
and ease of preparation.",,127,
6327,D3,"justify indoor and outdoor
accommodation for selected
farm livestock",,127,
6328,D4,"analyse current feed rations
given to named farm livestock
making justified suggestions
for alternatives.",,127,
1444,P1,"discuss appropriate features
of enclosure design for zoo
animals",,128,
1445,M1,"design a suitable enclosure for
given zoo animals",,128,
1446,D1,"evaluate accommodation
design in a range of animal
establishments making
justified suggestions for
improvement",,128,
1447,P2,"assess the suitability of
barriers to enclosures for
different zoo animals",,128,
1448,M2,"evaluate the health and
welfare implications and
effects of physical and
chemical restraint on given
zoo animals",,128,
1449,P3,"evaluate the effectiveness
of the environment in zoo
animal enclosures",,128,
1450,P4,"explain how features of
the natural environment
and enrichment can be
incorporated into enclosures
for zoo animal",,128,
1451,P5,"describe the range of
equipment which is
appropriate for the restraint
of different zoo animals",,128,
1452,P6,"evaluate the effectiveness
of restraint techniques for
different zoo animals",,128,
1453,P7,"explain how and why records
of restraint activities are
recorded",,128,
6341,P8,"describe signs of good and
poor health in different zoo
animals
[IE, CT]",,128,
6342,P9,"discuss the causes of disease
in zoo animals
[IE, CT]",,128,
6343,P10,"assess preventative and
control strategies for diseases
for zoo animals",,128,
6344,P11,"discuss activities which
enhance the welfare of
animals in zoos",,128,
6345,P12,"explain what factors affect the
nutritional requirements of
different zoo animals",,128,
6346,P13,"discuss how a balanced diet
is produced for different zoo
animals
[IE, CT, RL]",,128,
6347,P14,"discuss the role and inclusion
of dietary supplements in
feeding regimes for zoo
animals
[IE, CT, RL]",,128,
6348,P15,"explain how enrichment can
be provided through nutrition
and feeding.
[IE, CT, RL]",,128,
6349,M3,"devise an annual health care
regime for given zoo animals",,128,
6350,M4,"devise a feeding plan for a
range of zoo animals",,128,
6351,D2,"evaluate zoo animal
management techniques for
a range of zoo animals in
existing collections",,128,
10575,P1,"evaluate different designs 
of kennels and catteries 
and make suggestions for 
improvement
[CT, RL, IE]",,930,
10576,P2,"analyse the layout of 
facilities included in kennels 
and catteries and make 
suggestions for improvement
[CT, RL, IE, TW]",,930,
10577,P3,"follow policies and 
procedures relating to 
kennels or catteries to 
include:
administration
health and safety
animal welfare
licensing requirements
customer service",,930,
10578,P4,"carry out admission and 
settling in procedures for 
animals to a kennel or cattery
[TW, EP, SM, RL]",,930,
10579,P5,"follow guidelines for dealing 
with a customer or animal 
emergency
[TW, IE, CT, EP]",,930,
10580,P6,"plan the husbandry schedule 
for animals in a kennel or 
cattery
[RL, CT, IE, SM]",,930,
10581,P7,"monitor the husbandry 
schedule for animals in a 
kennel or cattery
[SM, RL, IE]",,930,
10582,P8,"monitor and record normal 
and abnormal animal 
behaviour in kennels or 
catteries.
[SM, RL, CT, IE]",,930,
10583,P9,"demonstrate specialist animal 
management techniques in a 
kennel or cattery to include:
exercise
diet
specialist control/restrain 
equipment
re-homing
health checks",,930,
10584,M1,"demonstrate kennel or 
cattery design appropriate to 
a given context",,930,
10585,M2,"summarise key policies 
and procedures for a given 
cattery or kenne",,930,
10586,M3,"summarise types of and 
reasons for normal and 
abnormal behaviour seen in a 
kennel or cattery, suggesting 
ways to minimise abnorma",,930,
10587,D1,"evaluate in depth the design 
and layout of a given kennel 
or cattery, recommending 
appropriate design 
improvements ",,930,
10588,D2,"examine in detail the policies 
and procedures of given 
kennels or catteries, making 
appropriate suggestions for 
improvement",,930,
10589,D3,"evaluate husbandry and 
specialist animal management 
techniques, policies, 
equipment, monitoring and 
recording for a given kennel 
or cattery.",,930,
13141,P1,,,1111,
13142,P2,,,1111,
13143,P3,,,1111,
13144,P4,,,1111,
13145,P5,,,1111,
13146,P6,,,1111,
13147,P7,,,1111,
13148,P8,,,1111,
13149,P9,,,1111,
13150,P10,,,1111,
13151,P11,,,1111,
13152,P12,,,1111,
13153,M1,,,1111,
13154,M2,,,1111,
13155,M3,,,1111,
13156,M4,,,1111,
13157,D1,,,1111,
13158,D2,,,1111,
13159,D3,,,1111,
6958,P1,"explain the functions of the
physical features of given fish
species",,577,
6959,P2,"evaluate the breeding
strategies of given species of
fish",,577,
6960,P3,"evaluate the feeding strategies
of given fish species",,577,
6961,P4,"discuss methods of presenting
foods to fish in an aquarium",,577,
6962,P5,"explain how incorrect feeding
of fish can impact on water
quality",,577,
6963,P6,"explain the equipment
requirements for a selected
aquarium",,577,
6964,P7,"evaluate given locations for
suitability for an aquarium",,577,
6965,P8,"explain the health and safety
requirements of a given
aquarium",,577,
6966,P9,"discuss how a given aquarium
system complies with
relevant current legislation",,577,
6967,P10,"describe the common causes
of disease in fish",,577,
6968,P11,"describe the records which
should be kept for a given
aquarium.",,577,
6969,M1,"describe the habitat
requirements of a given fish
species",,577,
6970,M2,"explain the correct storage
requirements for selected fish
feed",,577,
6971,M3,"explain the importance of
environmental management
in the welfare of fish and
potential causes of water
quality deterioration",,577,
6972,M4,"identify normal and abnormal
conditions or behaviour in
fish.",,577,
6973,D1,"compare the advantages and
disadvantages of different
breeding strategies",,577,
6974,D2,"compare the advantages and
disadvantages of two different
filtration systems and their
importance in maintaining
water quality",,577,
6975,D3,"discuss remedial actions
for abnormal conditions or
behaviour in fish.",,577,
2812,P1,"describe four legislative
factors that influence health
and safety in sport",,252,
2813,M1,"compare and contrast the
influences of legislation, legal
factors and regulatory bodies
on health and safety in sport",,252,
2814,D1,"review the risk assessment
controls and evaluate their
effectiveness",,252,
2815,P2,"describe the legal factors
and regulatory bodies that
influence health and safety
in sport",,252,
2816,M2,"independently carry out risk
assessments for two different
sports activities",,252,
2817,D2,"analyse three procedures
used to promote and
maintain a healthy and
safe sporting environment.",,252,
2818,P3,"carry out risk assessments for
two different sports activities,
with tutor support",,252,
2819,M3,"explain three procedures
used to promote and
maintain a healthy and
safe sporting environment",,252,
2820,P4,"describe three procedures
used to promote and
maintain a healthy and
safe sporting environment",,252,
2821,M4,"explain the plan for the safe
delivery of a selected sports
activity and review the plan",,252,
2822,P5,"produce a plan for the safe
delivery of a selected sports
activity and review the plan.",,252,
6249,P1,"describe one test for each
component of physical
fitness, including advantages
and disadvantages",,254,
6250,P2,"prepare an appropriate health
screening questionnaire",,254,
6251,P3,"devise and use appropriate
health screening procedures
for two contrasting individuals",,254,
6252,P4,"safely administer and
interpret the results of four
different health monitoring
tests for two contrasting
individuals",,254,
6253,P5,"select and safely administer
six different fitness tests for a
selected individual recording
the findings",,254,
6254,P6,"give feedback to a selected
individual, following fitness
testing, describing the test
results and interpreting
their levels of fitness against
normative data.",,254,
6255,M1,"explain the advantages and
disadvantages of one fitness
test for each component of
physical fitness",,254,
6256,M2,"describe the strengths and
areas for improvement for
two contrasting individuals
using information from health
screening questionnaires and
health monitoring tests",,254,
6257,M3,"justify the selection of
fitness tests commenting on
suitability, reliability, validity
and practicality",,254,
6258,M4,"compare the fitness test
results to normative data and
identify strengths and areas
for improvement.",,254,
6259,D1,"evaluate the health screening
questionnaires and health
monitoring test results and
provide recommendations
for lifestyle improvement",,254,
6260,D2,"analyse the fitness test
results and provide
recommendations for
appropriate future activities
or training.",,254,
2787,P1,"describe the structure and
function of the skeletal system",,250,
2788,M1,"explain the function of
the muscular system and
the different fibre types",,250,
2789,D1,"analyse the function of
the muscular system and
the different fibre types",,250,
2790,P2,"describe the different
classifications of joints",,250,
2791,M2,"explain the function of the
cardiovascular system",,250,
2792,D2,"analyse the three
different energy systems
and their use in sport and
exercise activities",,250,
2793,P3,"identify the location of
the major muscles in the
human body",,250,
2794,M3,"explain the function of the
respiratory system",,250,
2795,P4,"describe the function of
the muscular system and
the different fibre types",,250,
2796,M4,"explain the three different
energy systems and their
use in sport and exercise
activities",,250,
2797,P5,"describe the structure
and function of the
cardiovascular system",,250,
2798,P6,"describe the structure
and function of the
respiratory system",,250,
2799,P7,"describe the three different
energy systems and their
use in sport and exercise
activities",,250,
2800,P1,"describe the musculoskeletal
and energy systems response
to acute exercise",,251,
2801,M1,"explain the response
of the musculoskeletal,
cardiovascular and respiratory
systems to acute exercise",,251,
2802,D1,"independently investigate
the physiological
effects of exercise on
the musculoskeletal,
cardiovascular, respiratory
and energy systems",,251,
2803,P2,"describe the cardiovascular and
respiratory systems responses
to acute exercise",,251,
2804,M2,"explain the long-term
effects of exercise on
the musculoskeletal,
cardiovascular, respiratory
and energy systems",,251,
2805,D2,"review physiological
data collected, analysing
the effects of exercise
on the musculoskeletal,
cardiovascular, respiratory
and energy systems",,251,
2806,P3,"describe the long-term
effects of exercise on the
musculoskeletal system and
energy systems",,251,
2807,M3,"collect physiological
data to investigate the
effects of exercise on
the musculoskeletal,
cardiovascular, respiratory
and energy systems, with
limited tutor support",,251,
2808,P4,"describe the long-term
effects of exercise on the
cardiovascular and respiratory
systems",,251,
2809,M4,"review physiological data
collected, explaining
the effects of exercise
on the musculoskeletal,
cardiovascular, respiratory
and energy systems",,251,
2810,P5,"collect physiological
data to investigate the
effects of exercise on the
musculoskeletal, cardiovascular,
respiratory and energy
systems, with tutor support",,251,
2811,P6,"review physiological data
collected, describing the
effects of exercise on the
musculoskeletal, cardiovascular,
respiratory and energy systems.",,251,
2823,P1,"describe one method of
fitness training for six different components of physical fitness",,253,
2824,M1,"explain one method of
fitness training for six different components of physical fitness",,253,
2825,D1,"justify the training session
plans covering cardiovascular
training, resistance training,
flexibility training and speed
training",,253,
2826,P2,"produce training session
plans covering cardiovascular
training, resistance training,
flexibility training and speed
training",,253,
2827,M2,"produce detailed session
plans covering cardiovascular
training, resistance training,
flexibility training and speed
training",,253,
2828,D2,"give feedback to an individual
following completion of
a six-week fitness training
programme, evaluating
progress and providing
recommendations for future
activities",,253,
2829,P3,"produce a six-week fitness
training programme for
a selected individual that
incorporates the principles of
training and periodisation",,253,
2830,M3,"give feedback to an individual
following completion of
a six-week fitness training
programme, explaining
strengths and areas for
improvement",,253,
2831,P4,"monitor performance against
goals during the six-week
training programme",,253,
2832,P5,"give feedback to an individual
following completion of
a six-week fitness training
programme, describing
strengths and areas for
improvement.",,253,
2878,P1,"describe the principles of
fitness training",,258,
2879,M1,"explain the health and safety
considerations associated
with exercise programmes
and sessions",,258,
2880,D1,"justify choice of activities
for exercise programmes for
selected clients, suggesting
alternative activities",,258,
2881,P2,"describe the health and safety
considerations associated
with exercise programmes
and sessions",,258,
2882,M2,"explain choice of activities
for exercise programmes for
selected clients",,258,
2883,D2,"justify choice of activities for
the planned exercise session
and suggest alternative
activities",,258,
2884,P3,"describe the importance of
warm-up and cool down in
exercise programmes and
sessions",,258,
2885,M3,"explain choice of activities for
the planned exercise session",,258,
2886,P4,"design a six-week exercise
programme for two selected
contrasting clients",,258,
2887,M4,"independently deliver a safe
and effective exercise session",,258,
2888,P5,"plan a safe and effective
exercise session",,258,
2889,P6,"deliver a safe and effective
exercise session, with tutor
support",,258,
2890,P7,"review own performance
in the designing of exercise
programmes and the planning
and delivery of the exercise
session, identifying strengths
and areas for improvement.",,258,
2845,P1,"describe skills, techniques
and tactics required in two
different team sports",,255,
2846,M1,"explain skills, techniques
and tactics required in two
different team sports",,255,
2847,D1,"analyse identified strengths
and areas for improvement
in two different team sports,
and justify suggestions made",,255,
2848,P2,"describe the rules and
regulations of two different
team sports, and apply them
to three different situations
for each sport",,255,
2849,M2,"explain the application of the
rules and regulations, of two
different team sports, in three
different situations for each
sport",,255,
2850,D2,"analyse identified strengths
and areas for improvement
in the development of a team
in a team sport, and justify
suggestions made",,255,
2851,P3,"demonstrate appropriate
skills, techniques and tactics in two different team sports",,255,
2852,M3,"explain identified strengths
and areas for improvement
in two different team sports,
and make suggestions relating
to personal development",,255,
2853,P4,"carry out a self-analysis
using two different methods
of assessment identifying
strengths and areas for
improvement in two different
team sports",,255,
2854,M4,"explain identified strengths
and areas for improvement
in the development of a
team in a team sport, and
make suggestions relating to
development of a team.",,255,
2855,P5,"carry out a performance
analysis using two different
methods of assessment,
identifying strengths and
areas for improvement in the
development of a team in a
team sport.
[RL1, RL5, IE3",,255,
2939,P1,"describe the rules, laws and
regulations of a selected sport",,263,
2940,M1,"explain the application of the
rules, laws and regulations
of a selected sport in three
different situations",,263,
2941,D1,"justify suggestions made
in relation to improving
performance of two officials
from a selected sport",,263,
2942,P2,"describe the roles and
responsibilities of officials
in a selected sport",,263,
2943,M2,"explain the identified
strengths and areas for
improvement of two officials,
and make suggestions relating
to improvement",,263,
2944,D2,"analyse own performance
and justify suggestions made
in relation to improving own
performance",,263,
2945,P3,"apply the rules, laws and
regulations of a selected sport
in three different situations",,263,
2946,M3,"independently officiate in a
selected sport",,263,
2947,P4,"devise suitable criteria to
analyse the performance
of officials in a selected sport",,263,
2948,M4,"explain the identified
strengths and areas for
improvement, and make
suggestions in relation to
improving own performance",,263,
2949,P5,"analyse the performance
of two officials in a selected
sport, identifying strengths
and areas for improvement",,263,
2950,P6,"officiate in a selected sport,
with tutor support",,263,
2951,P7,"review own performance
in officiating in a selected
sport, identifying strengths
and areas for improvement",,263,
2869,P1,"describe lifestyle factors that
have an effect on health",,257,
2870,M1,"explain the effects of
identified lifestyle factors on
health",,257,
2871,D1,"evaluate the lifestyle of
a selected individual and
prioritise areas for change",,257,
2872,P2,"design and use a lifestyle
questionnaire to describe
the strengths and areas for
improvement in the lifestyle
of a selected individual",,257,
2873,M2,"explain the strengths and
areas for improvement in
the lifestyle of a selected
individual",,257,
2874,D2,"analyse a range of lifestyle
improvement strategies",,257,
2875,P3,"provide lifestyle improvement strategies for a selected individual",,257,
2876,M3,"explain recommendations
made regarding lifestyle
improvement strategies",,257,
2877,P4,"plan a six-week health-related physical activity programme for a selected individual",,257,
2987,P1,"describe the aims, objectives
and resources of two
different sports and leisure
facilities",,267,
2988,M1,"compare and contrast
the aims, objectives and
resources of two different
sports and leisure facilities",,267,
2989,D1,"analyse current trends making
recommendations for future
sports and leisure provision",,267,
2990,P2,"describe the services and
products of two different
sports and leisure facilities",,267,
2991,M2,"explain two different trends
and their effect on the
services and products offered
by sports and leisure facilities",,267,
2992,D2,"demonstrate integrated use
of skills in three different
sports and leisure facility
situations",,267,
2993,P3,"describe two different trends
and their effect on the
services and products offered
by sports and leisure facilities",,267,
2994,M3,"evaluate the personal,
customer service and
management skills used in
sports and leisure facilities
drawing on examples of good
practice",,267,
2995,D3,"review own performance,
justifying areas for future
development and training
needs",,267,
2996,P4,"explain how personal,
customer service and
management skills enable
competent working in sports
and leisure facilities",,267,
2997,M4,"independently demonstrate
skills in three different sports
and leisure facility situations",,267,
2998,P5,"analyse the use of skills in two
different sports and leisure
facilities",,267,
2999,M5,"review own performance,
explaining strengths and areas
for future development",,267,
3000,P6,"demonstrate operational skills
in three different sports and
leisure facility situations, with
tutor support",,267,
3001,P7,"review own performance,
describing strengths and areas
for future development.",,267,
3203,P1,"describe four roles and four
responsibilities of sports
coaches, using examples of
coaches from different sports",,285,
3204,M1,"explain four roles and four
responsibilities of sports
coaches, using examples of
coaches from different sports",,285,
3205,D1,"compare and contrast the
roles, responsibilities and skills
of successful coaches from
different sports",,285,
3206,P2,"describe three skills common
to successful sports coaches,
using examples of coaches
from different sports",,285,
3207,M2,"explain three skills common
to successful sports coaches,
using examples of coaches
from different sports",,285,
3208,D2,"evaluate three different
techniques that are used
by coaches, to improve the
performance of athletes",,285,
3209,P3,"describe three different
techniques that are used
by coaches, to improve the
performance of athletes",,285,
3210,M3,"explain three different
techniques that are used
by coaches, to improve the
performance of athletes",,285,
3211,D3,"justify suggestions made in
relation to the development
plan.",,285,
3212,P4,"plan a sports coaching session",,285,
3213,M4,"independently deliver a
sports coaching session",,285,
