id,userid,trackingqualificationid,trackingunitid,award,comments,dateupdated,userdefinedvalue,shortvalue,setbyuserid,updatedbyuserid,dateset
105161,34572,466,477,Pass,,,,,,,
105160,34572,466,476,Pass,,1372687084,,,,,
105159,24550,466,934,,,,,,,,
105158,24550,466,926,,,,,,,,
105157,24550,466,927,,,,,,,,
105156,24550,466,1045,,,,,,,,
105155,24550,466,913,,,,,,,,
105154,24550,466,728,,,,,,,,
105153,24550,466,727,,,,,,,,
105152,24550,466,618,,,,,,,,
105151,24550,466,928,,,,,,,,
105150,24550,466,925,,,,,,,,
105149,24550,466,615,,,,,,,,
105148,24550,466,614,Pass,,1370875154,,,,,
105147,24550,466,613,,,,,,,,
96564,42315,116,199,Pass,,1355956344,,,,,
96565,42315,116,200,Merit,,1360193755,,,,,
96566,42315,116,201,Pass,,1360193773,,,,,
96567,42315,116,202,Pass,,1360193778,,,,,
96568,42315,116,203,Pass,,,,,,,
96569,42315,116,204,Pass,,,,,,,
96570,42315,116,206,Distinction,"Fuller and more extensive explanation, better application of examples, and provision of argument to support points made, plus the higher quality expression, discriminates between this grade and the merit. You have justified the points made, providing reasons for your explanations, and making clear your knowledge and understanding of how the well-researched examples provided illustrate your arguments. You have sought carefully to find examples, which illustrate your points exactly, and then made fluent, confident comments which develop the points made. You have drawn out of an example precisely what it is about it that exemplifies the point it illustrates.",,,,,,
96571,42315,116,207,Pass,,,,,,,
96572,42315,116,208,Pass,,,,,,,
96573,42315,116,209,,,,,,,,
96574,42315,116,210,Pass,,,,,,,
96575,42315,116,211,,,,,,,,
96576,42315,116,212,,,,,,,,
96577,42315,116,213,,,,,,,,
96578,42315,116,214,Pass,,,,,,,
96579,42315,116,215,,,,,,,,
96581,42315,116,217,,,,,,,,
96582,42315,116,769,,,,,,,,
110306,34861,134,224,Merit,,,,,,,
110305,46416,134,224,Pass,,,,,,,
110304,46467,134,224,Distinction,,1369316835,,,,,
110303,42750,134,224,Distinction,,,,,,,
110302,43878,134,224,Distinction,,1369821932,,,,,
110301,34903,134,224,,,,,,,,
110300,34793,134,224,,,,,,,,
110299,25074,134,224,,,,,,,,
110298,35779,134,224,,,,,,,,
110297,34816,134,224,,,,,,,,
96602,46477,116,199,Pass,,1357602524,,,,,
96603,46477,116,200,Pass,,1360191777,,,,,
96604,46477,116,201,Pass,,1360191782,,,,,
96605,46477,116,202,Pass,,,,,,,
96606,46477,116,203,Pass,,,,,,,
96607,46477,116,204,Pass,,,,,,,
96608,46477,116,206,Merit,,,,,,,
96609,46477,116,207,Pass,"For a higher grade you will be able to prepare for the edit on set and in more detail (FFL, notes). You will demonstrate recognition of use of shot sizes and avoid jump cuts. Make use of cut aways and b-roll. You will be able to do the work with little assistance and support. Use of music and sound effects would result in a more affective and emotive film.",,,,,,
96610,46477,116,208,Merit,,,,,,,
96611,46477,116,209,,,,,,,,
96612,46477,116,210,Pass,,,,,,,
96613,46477,116,211,,,,,,,,
96614,46477,116,212,,,,,,,,
96615,46477,116,213,,,,,,,,
96616,46477,116,214,Pass,,,,,,,
96617,46477,116,215,,,,,,,,
96619,46477,116,217,,,,,,,,
96620,46477,116,769,,,,,,,,
96621,42769,116,199,Pass,,1360193929,,,,,
96622,42769,116,200,Merit,,1360193932,,,,,
96623,42769,116,201,Pass,,1360193937,,,,,
96624,42769,116,202,Pass,,1360193935,,,,,
96625,42769,116,203,Pass,,,,,,,
96626,42769,116,204,Merit,,,,,,,
96627,42769,116,206,Pass,,,,,,,
96628,42769,116,207,Pass,,,,,,,
96629,42769,116,208,Pass,,,,,,,
96630,42769,116,209,,,,,,,,
96631,42769,116,210,Merit,,,,,,,
96632,42769,116,211,,,,,,,,
96633,42769,116,212,,,,,,,,
96634,42769,116,213,,,,,,,,
96635,42769,116,214,Pass,,,,,,,
96636,42769,116,215,,,,,,,,
96638,42769,116,217,,,,,,,,
96639,42769,116,769,,,,,,,,
104460,41909,577,489,Distinction,,,,,,,
104459,41909,577,487,Distinction,,,,,,,
104458,41909,577,486,Distinction,,,,,,,
104457,41909,577,28,Distinction,,,,,,,
107971,36323,397,1118,Distinction,,1371458795,,,,,
107972,36481,397,1118,Merit,,1372165832,,,,,
107973,24338,397,1118,Merit,,1372163999,,,,,
107974,36327,397,1119,,,,,,,,
107975,36328,397,1119,Pass,,1372163904,,,,,
107976,25018,397,1119,,,,,,,,
107977,36329,397,1119,Merit,,1372164211,,,,,
104447,41766,593,1095,Merit,,,,,,,
104446,22683,593,1095,Pass,,,,,,,
104445,47704,593,1095,Distinction,,,,,,,
104444,42039,593,1095,Distinction,,,,,,,
104443,42041,593,1095,Merit,,,,,,,
96659,47264,116,199,Pass,,1355157883,,,,,
96660,47264,116,200,Pass,,1360191560,,,,,
96661,47264,116,201,Pass,,1360191577,,,,,
96662,47264,116,202,Pass,,,,,,,
96663,47264,116,203,Pass,,,,,,,
96664,47264,116,204,Pass,,,,,,,
96665,47264,116,206,Pass,"Passed through audio assessment - do not allow re-submissions",,,,,,
96666,47264,116,207,Pass,"Keep a detailed field footage log and notes whilst filming. Take part in editing, even if it is just a small part of it to show some kind of evidence of being able to use final cut pro.",,,,,,
96667,47264,116,208,,,,,,,,
96668,47264,116,209,,,,,,,,
96669,47264,116,210,Pass,,,,,,,
96670,47264,116,211,,,,,,,,
96671,47264,116,212,,,,,,,,
96672,47264,116,213,,,,,,,,
96673,47264,116,214,Pass,,,,,,,
96674,47264,116,215,,,,,,,,
113434,47779,409,845,,,,,,,,
96676,47264,116,217,,,,,,,,
96677,47264,116,769,,,,,,,,
96678,42536,116,199,Pass,,1360194122,,,,,
96679,42536,116,200,Merit,,1360194130,,,,,
96680,42536,116,201,Pass,,1360194154,,,,,
96681,42536,116,202,Pass,,1360194198,,,,,
96682,42536,116,203,Pass,,,,,,,
96683,42536,116,204,Pass,,,,,,,
96684,42536,116,206,Pass,,,,,,,
96685,42536,116,207,Pass,,,,,,,
96686,42536,116,208,Pass,,,,,,,
96687,42536,116,209,,,,,,,,
96688,42536,116,210,Merit,,,,,,,
96689,42536,116,211,,,,,,,,
96690,42536,116,212,,,,,,,,
96691,42536,116,213,,,,,,,,
96692,42536,116,214,Pass,,,,,,,
96693,42536,116,215,,,,,,,,
113507,47685,409,230,,,,,,,,
96695,42536,116,217,,,,,,,,
96696,42536,116,769,,,,,,,,
96697,36305,116,199,Pass,,1360194274,,,,,
96698,36305,116,200,Pass,,1360194279,,,,,
96699,36305,116,201,Pass,,1360194293,,,,,
96700,36305,116,202,Pass,,1360194316,,,,,
96701,36305,116,203,,,,,,,,
96702,36305,116,204,,,,,,,,
96703,36305,116,206,,,,,,,,
96704,36305,116,207,,,,,,,,
96705,36305,116,208,,,,,,,,
96706,36305,116,209,,,,,,,,
96707,36305,116,210,Pass,,,,,,,
96708,36305,116,211,,,,,,,,
96709,36305,116,212,,,,,,,,
96710,36305,116,213,,,,,,,,
96711,36305,116,214,Pass,,,,,,,
96712,36305,116,215,,,,,,,,
113563,47681,409,229,,,,,,,,
96714,36305,116,217,,,,,,,,
96715,36305,116,769,,,,,,,,
96716,42505,116,199,Pass,,1357602378,,,,,
96717,42505,116,200,Pass,,1360191863,,,,,
96718,42505,116,201,Pass,,1360191866,,,,,
96719,42505,116,202,Pass,,,,,,,
96720,42505,116,203,Pass,,,,,,,
96721,42505,116,204,Pass,,,,,,,
96722,42505,116,206,Pass,,,,,,,
96723,42505,116,207,Pass,"Don’t do jump cuts! This when cut aways come in handy. Pay more attention to sound balance and camera angles – 45 degree rule, make use of different shot sizes",,,,,,
96724,42505,116,208,Pass,,,,,,,
96725,42505,116,209,,,,,,,,
96726,42505,116,210,Pass,,,,,,,
96727,42505,116,211,,,,,,,,
96728,42505,116,212,,,,,,,,
96729,42505,116,213,,,,,,,,
96730,42505,116,214,Pass,,,,,,,
96731,42505,116,215,,,,,,,,
96733,42505,116,217,,,,,,,,
96734,42505,116,769,,,,,,,,
96735,42339,116,199,Pass,,1355956449,,,,,
96736,42339,116,200,Merit,,1360194354,,,,,
96737,42339,116,201,Pass,,1360194383,,,,,
96738,42339,116,202,Pass,,1360194362,,,,,
96739,42339,116,203,Pass,,,,,,,
96740,42339,116,204,Pass,,,,,,,
96741,42339,116,206,Merit,"Fuller and more extensive explanation, better application of examples, and provision of argument to support points made, plus the higher quality expression, discriminates between this grade and the merit. You have justified the points made, providing reasons for your explanations, and making clear your knowledge and understanding of how the well-researched examples provided illustrate your arguments. You have sought carefully to find examples, which illustrate your points exactly, and then made fluent, confident comments which develop the points made. You have drawn out of an example precisely what it is about it that exemplifies the point it illustrates.",,,,,,
96742,42339,116,207,Pass,,,,,,,
96743,42339,116,208,Pass,,,,,,,
96744,42339,116,209,,,,,,,,
96745,42339,116,210,Pass,,,,,,,
96746,42339,116,211,,,,,,,,
96747,42339,116,212,,,,,,,,
96748,42339,116,213,,,,,,,,
96749,42339,116,214,Pass,,,,,,,
96750,42339,116,215,,,,,,,,
96752,42339,116,217,,,,,,,,
96753,42339,116,769,,,,,,,,
96754,36502,116,199,Pass,,1360192529,,,,,
96755,36502,116,200,Pass,,1360192534,,,,,
96756,36502,116,201,Pass,,1360192548,,,,,
96757,36502,116,202,Pass,,,,,,,
96758,36502,116,203,Pass,,,,,,,
96759,36502,116,204,Pass,,,,,,,
96760,36502,116,206,Pass,"Passed through audio assessment - do not allow re-submissions",,,,,,
96761,36502,116,207,Pass,,,,,,,
96762,36502,116,208,Pass,,,,,,,
96763,36502,116,209,,,,,,,,
96764,36502,116,210,Pass,,,,,,,
96765,36502,116,211,,,,,,,,
96766,36502,116,212,,,,,,,,
96767,36502,116,213,,,,,,,,
96768,36502,116,214,Pass,,,,,,,
96769,36502,116,215,,,,,,,,
96771,36502,116,217,,,,,,,,
96772,36502,116,769,,,,,,,,
105241,42502,460,435,Pass,,,,,,,
105240,42502,460,180,Pass,,,,,,,
105239,42502,460,179,Pass,,,,,,,
115789,43196,460,171,Pass,,,,,,,
105237,42502,460,177,Pass,,,,,,,
105236,42502,460,176,,,,,,,,
96792,33391,116,199,Pass,,1355157356,,,,,
96793,33391,116,200,Merit,,1358374997,,,,,
96794,33391,116,201,Merit,,1358375048,,,,,
96795,33391,116,202,Pass,,1358375070,,,,,
96796,33391,116,203,Pass,,1360194451,,,,,
96797,33391,116,204,Pass,,,,,,,
96798,33391,116,206,,,,,,,,
96799,33391,116,207,Pass,,1360194473,,,,,
96800,33391,116,208,Pass,,,,,,,
96801,33391,116,209,,,,,,,,
96802,33391,116,210,Pass,,1360840136,,,,,
96803,33391,116,211,,,,,,,,
96804,33391,116,212,,,,,,,,
96805,33391,116,213,,,,,,,,
96806,33391,116,214,,,,,,,,
96807,33391,116,215,,,,,,,,
96809,33391,116,217,,,,,,,,
96810,33391,116,769,,,,,,,,
109369,34477,539,1125,,,,,,,,
105127,38413,466,934,,,,,,,,
105126,38413,466,926,,,,,,,,
105125,38413,466,927,,,,,,,,
105124,38413,466,1045,Pass,,,,,,,
105123,38413,466,913,,,,,,,,
105122,38413,466,728,,,,,,,,
105121,38413,466,727,,,,,,,,
105120,38413,466,618,,,,,,,,
105119,38413,466,928,Pass,,1359059492,,,,,
105118,38413,466,925,,,,,,,,
105117,38413,466,615,Pass,,,,,,,
105116,38413,466,614,Pass,,1370875119,,,,,
105115,38413,466,613,,,,,,,,
96830,46758,116,199,Pass,,1355157072,,,,,
96831,46758,116,200,Pass,,1358376552,,,,,
96832,46758,116,201,Merit,,1358376605,,,,,
96833,46758,116,202,Merit,,1358376554,,,,,
96834,46758,116,203,Pass,,,,,,,
96835,46758,116,204,Pass,,,,,,,
96836,46758,116,206,,"You only just scraped a pass for outcome 2, but outcomes 1 and 3 need to be covered in more detail in report form by 25/2/13. This is a mandatory unit that must be at least passed to gain a qualification.",,,,,,
96837,46758,116,207,Pass,,,,,,,
96838,46758,116,208,Pass,,,,,,,
96839,46758,116,209,,,,,,,,
96840,46758,116,210,Pass,,1360936792,,,,,
96841,46758,116,211,,,,,,,,
96842,46758,116,212,,,,,,,,
96843,46758,116,213,,,,,,,,
96844,46758,116,214,Pass,,,,,,,
96845,46758,116,215,,,,,,,,
96847,46758,116,217,,,,,,,,
96848,46758,116,769,,,,,,,,
96849,45966,116,199,Merit,,1360937129,,,,,
96850,45966,116,200,Merit,,1358375147,,,,,
96851,45966,116,201,Merit,,1358375172,,,,,
96852,45966,116,202,Merit,,1358375197,,,,,
96853,45966,116,203,Pass,,,,,,,
96854,45966,116,204,Pass,,,,,,,
96855,45966,116,206,Pass,"Passed through audio assessment - do not allow re-submissions",,,,,,
96856,45966,116,207,Merit,,,,,,,
96857,45966,116,208,Merit,,,,,,,
96858,45966,116,209,,,,,,,,
96859,45966,116,210,Pass,,1360937134,,,,,
96860,45966,116,211,,,,,,,,
96861,45966,116,212,,,,,,,,
96862,45966,116,213,,,,,,,,
96863,45966,116,214,Pass,,,,,,,
96864,45966,116,215,,,,,,,,
96866,45966,116,217,,,,,,,,
96867,45966,116,769,,,,,,,,
110296,34818,134,224,,,,,,,,
110294,34788,134,224,,,,,,,,
110293,36137,134,224,,,,,,,,
110292,36838,134,224,,,,,,,,
110291,34898,134,224,,,,,,,,
110290,21354,134,224,,,,,,,,
110289,16334,134,224,,,,,,,,
110288,21290,134,224,,,,,,,,
110287,34869,134,224,,,,,,,,
110286,34926,134,224,,,,,,,,
110285,34868,134,224,,,,,,,,
110284,34825,134,224,,,,,,,,
110283,34900,134,224,,,,,,,,
110282,34924,134,224,,,,,,,,
110281,34831,134,224,,,,,,,,
110280,34821,134,224,,,,,,,,
110279,34835,134,224,,,,,,,,
110278,21318,134,224,,,,,,,,
110277,11291,134,224,,,,,,,,
96887,47285,116,199,Merit,,1355156605,,,,,
96888,47285,116,200,Merit,,1358376627,,,,,
96889,47285,116,201,Merit,,1358376630,,,,,
96890,47285,116,202,Merit,,1358376633,,,,,
96891,47285,116,203,Merit,,,,,,,
96892,47285,116,204,Merit,,,,,,,
96893,47285,116,206,Pass,"some work was submitted late - cannot resubmit work to improve overall grade",,,,,,
96894,47285,116,207,Pass,,,,,,,
96895,47285,116,208,Merit,,,,,,,
96896,47285,116,209,,,,,,,,
96897,47285,116,210,Merit,,1360936949,,,,,
96898,47285,116,211,,,,,,,,
96899,47285,116,212,,,,,,,,
96900,47285,116,213,,,,,,,,
96901,47285,116,214,Pass,,,,,,,
96902,47285,116,215,,,,,,,,
96904,47285,116,217,,,,,,,,
96905,47285,116,769,,,,,,,,
96906,45952,116,199,Pass,,1355157528,,,,,
96907,45952,116,200,Pass,,1360192017,,,,,
96908,45952,116,201,Pass,,1360192020,,,,,
96909,45952,116,202,Pass,,,,,,,
96910,45952,116,203,Pass,,,,,,,
96911,45952,116,204,Pass,,,,,,,
96912,45952,116,206,Pass,,,,,,,
96913,45952,116,207,,"Keep an eye on continuity of objects and movements. Don’t use jump cuts or transitions when not needed, use cut aways instead.",,,,,,
96914,45952,116,208,Pass,,,,,,,
96915,45952,116,209,,,,,,,,
96916,45952,116,210,Pass,,,,,,,
96917,45952,116,211,,,,,,,,
96918,45952,116,212,,,,,,,,
96919,45952,116,213,,,,,,,,
96920,45952,116,214,Pass,,,,,,,
96921,45952,116,215,,,,,,,,
96923,45952,116,217,,,,,,,,
96924,45952,116,769,,,,,,,,
96925,42530,116,199,Merit,,1360192787,,,,,
96926,42530,116,200,Merit,,1360192798,,,,,
96927,42530,116,201,Pass,,1360192829,,,,,
96928,42530,116,202,Pass,,1360194631,,,,,
96929,42530,116,203,Pass,,,,,,,
96930,42530,116,204,Merit,,,,,,,
96931,42530,116,206,Pass,,,,,,,
96932,42530,116,207,Pass,,,,,,,
96933,42530,116,208,Pass,,,,,,,
96934,42530,116,209,,,,,,,,
96935,42530,116,210,Merit,,,,,,,
96936,42530,116,211,,,,,,,,
96937,42530,116,212,,,,,,,,
96938,42530,116,213,,,,,,,,
96939,42530,116,214,Pass,,,,,,,
96940,42530,116,215,,,,,,,,
96942,42530,116,217,,,,,,,,
96943,42530,116,769,,,,,,,,
96944,42592,116,199,Merit,,1360192907,,,,,
96945,42592,116,200,Merit,,1360192918,,,,,
96946,42592,116,201,Pass,,,,,,,
96947,42592,116,202,Pass,,,,,,,
96948,42592,116,203,Pass,,,,,,,
96949,42592,116,204,Merit,,,,,,,
96950,42592,116,206,Pass,,,,,,,
96951,42592,116,207,Pass,,,,,,,
96952,42592,116,208,Pass,,,,,,,
96953,42592,116,209,,,,,,,,
96954,42592,116,210,Merit,,,,,,,
96955,42592,116,211,,,,,,,,
96956,42592,116,212,,,,,,,,
96957,42592,116,213,,,,,,,,
96958,42592,116,214,Pass,,,,,,,
96959,42592,116,215,,,,,,,,
96961,42592,116,217,,,,,,,,
96962,42592,116,769,,,,,,,,
96963,43144,116,199,Pass,,1357602333,,,,,
96964,43144,116,200,Pass,,1360192109,,,,,
96965,43144,116,201,Pass,,1360192112,,,,,
96966,43144,116,202,Pass,,,,,,,
96967,43144,116,203,Pass,,,,,,,
96968,43144,116,204,Pass,,,,,,,
96969,43144,116,206,Merit,,,,,,,
96970,43144,116,207,Pass,"Keep an eye on continuity of objects and movements. Don’t use jump cuts or transitions when not needed, use cut aways instead.",,,,,,
96971,43144,116,208,,,,,,,,
96972,43144,116,209,,,,,,,,
96973,43144,116,210,Pass,,,,,,,
96974,43144,116,211,,,,,,,,
96975,43144,116,212,,,,,,,,
96976,43144,116,213,,,,,,,,
96977,43144,116,214,Merit,,,,,,,
96978,43144,116,215,,,,,,,,
113435,42752,409,845,,,,,,,,
96980,43144,116,217,,,,,,,,
96981,43144,116,769,,,,,,,,
96982,43233,116,199,Distinction,,1357601716,,,,,
96983,43233,116,200,Pass,,1360192427,,,,,
96984,43233,116,201,Pass,,1360192439,,,,,
96985,43233,116,202,Distinction,,,,,,,
96986,43233,116,203,Pass,,,,,,,
96987,43233,116,204,Pass,,,,,,,
96988,43233,116,206,Pass,,,,,,,
96989,43233,116,207,Pass,"Outcomes 2 and 3 - Keep a detailed field footage log whilst filming. Remember the 45 degree rule. If you do a Medium shot on someone, then want there to be a close up afterwards, you need to move the camera about 45 degrees so that it doesn’t look like a jump cuts. Cuts need to be faster paced. Sound balance and add music for an emotive effect.",,,,,,
96990,43233,116,208,Merit,,,,,,,
96991,43233,116,209,,,,,,,,
96992,43233,116,210,Pass,,,,,,,
96993,43233,116,211,,,,,,,,
96994,43233,116,212,,,,,,,,
96995,43233,116,213,,,,,,,,
96996,43233,116,214,Pass,,,,,,,
96997,43233,116,215,,,,,,,,
113508,48278,409,230,,,,,,,,
96999,43233,116,217,,,,,,,,
97000,43233,116,769,,,,,,,,
105202,33014,466,728,Pass,,,,,,,
105200,33014,466,618,,,,,,,,
105199,33014,466,928,,,,,,,,
105198,33014,466,925,,,,,,,,
105197,33014,466,615,,,,,,,,
105196,33014,466,614,Pass,,1370875217,,,,,
105195,33014,466,613,Pass,,,,,,,
105194,33014,466,478,Pass,,,,,,,
105193,33014,466,477,Pass,,,,,,,
105192,33014,466,476,Merit,,1372687110,,,,,
105191,37022,466,934,Pass,,,,,,,
105190,37022,466,926,,,,,,,,
105189,37022,466,927,,,,,,,,
105188,37022,466,1045,,,,,,,,
105187,37022,466,913,,,,,,,,
105186,37022,466,728,Pass,,,,,,,
105185,37022,466,727,,,,,,,,
105184,37022,466,618,,,,,,,,
105183,37022,466,928,,,,,,,,
115989,26725,43,424,Merit,,,,,,,
116075,35423,43,28,Pass,,,,,,,
112784,48468,409,539,,,,,,,,
109347,15685,539,1125,Pass,,1368009593,,,,,
104371,45697,466,1045,Pass,,,,,,,
104370,35192,466,1045,Pass,,,,,,,
104369,42422,466,1045,Merit,,,,,,,
109547,41561,595,549,,,,,,,,
104365,43176,466,1045,Merit,,,,,,,
104364,45685,466,1045,Distinction,,,,,,,
104363,41766,593,1093,Distinction,,,,,,,
104362,22683,593,1093,Merit,,,,,,,
104361,47704,593,1093,Distinction,,,,,,,
104360,42039,593,1093,Distinction,,,,,,,
104359,42041,593,1093,Distinction,,,,,,,
104358,36501,593,1093,Distinction,,,,,,,
104357,46387,593,1093,Merit,,,,,,,
97058,42518,116,199,Pass,,1355156050,,,,,
97059,42518,116,200,Merit,,1358376819,,,,,
97060,42518,116,201,Merit,,1358376816,,,,,
97061,42518,116,202,Merit,,1358376822,,,,,
97062,42518,116,203,Pass,,,,,,,
97063,42518,116,204,Pass,,,,,,,
97064,42518,116,206,Pass,"Some work submitted late - not allowed to resubmit work",,,,,,
97065,42518,116,207,Pass,,,,,,,
97066,42518,116,208,Pass,,,,,,,
97067,42518,116,209,,,,,,,,
97068,42518,116,210,Pass,,1360936864,,,,,
97069,42518,116,211,,,,,,,,
97070,42518,116,212,,,,,,,,
97071,42518,116,213,,,,,,,,
97072,42518,116,214,Pass,,,,,,,
97073,42518,116,215,,,,,,,,
112782,48468,409,310,Pass,,,,,,,
97075,42518,116,217,,,,,,,,
97076,42518,116,769,,,,,,,,
97077,47261,116,199,Pass,,1360192608,,,,,
97078,47261,116,200,Merit,,1360192611,,,,,
97079,47261,116,201,Pass,,1360192613,,,,,
97080,47261,116,202,Pass,,1360192642,,,,,
97081,47261,116,203,Pass,,,,,,,
97082,47261,116,204,Pass,,,,,,,
97083,47261,116,206,Merit,"Fuller and more extensive explanation, better application of examples, and provision of argument to support points made, plus the higher quality expression, discriminates between this grade and the merit. You have justified the points made, providing reasons for your explanations, and making clear your knowledge and understanding of how the well-researched examples provided illustrate your arguments. You have sought carefully to find examples, which illustrate your points exactly, and then made fluent, confident comments which develop the points made. You have drawn out of an example precisely what it is about it that exemplifies the point it illustrates.",,,,,,
97084,47261,116,207,Pass,,,,,,,
97085,47261,116,208,Pass,,,,,,,
97086,47261,116,209,,,,,,,,
97087,47261,116,210,Pass,,,,,,,
97088,47261,116,211,,,,,,,,
97089,47261,116,212,,,,,,,,
97090,47261,116,213,,,,,,,,
97091,47261,116,214,Pass,,,,,,,
97092,47261,116,215,,,,,,,,
112781,48468,409,227,,,,,,,,
97094,47261,116,217,,,,,,,,
97095,47261,116,769,,,,,,,,
97185,33563,168,925,,,,,,,,
97186,21232,168,926,,,,,,,,
97187,25143,168,926,,,,,,,,
97188,21367,168,926,,,,,,,,
97189,21417,168,926,,,,,,,,
97190,21372,168,926,,,,,,,,
97191,21274,168,926,,,,,,,,
97192,23876,168,926,,,,,,,,
97193,21376,168,926,,,,,,,,
97194,21283,168,926,,,,,,,,
97195,23532,168,926,,,,,,,,
97196,24753,168,926,,,,,,,,
97197,21340,168,926,,,,,,,,
97198,21266,168,926,,,,,,,,
97199,21404,168,926,,,,,,,,
97200,16861,168,926,,,,,,,,
97201,26441,168,926,,,,,,,,
97202,23122,168,926,,,,,,,,
97203,21361,168,926,,,,,,,,
97204,24168,168,926,,,,,,,,
97205,21445,168,926,,,,,,,,
97206,21244,168,926,,,,,,,,
97910,33308,168,1045,,,,,,,,
97208,21392,168,926,Pass,,,,,,,
97209,35070,168,926,Pass,,1358349914,,,,,
97908,34486,168,1045,,,,,,,,
97211,34486,168,926,,,,,,,,
97906,35070,168,1045,,,,,,,,
97213,33308,168,926,Distinction,,,,,,,
97904,34689,168,1045,Distinction,,,,,,,
97902,21445,168,1045,,,,,,,,
97216,35067,168,926,Merit,,1358350281,,,,,
97900,21361,168,1045,,,,,,,,
97898,26441,168,1045,,,,,,,,
97896,21404,168,1045,,,,,,,,
97220,33280,168,926,,,,,,,,
97221,23365,168,926,,,,,,,,
97894,21340,168,1045,,,,,,,,
97223,34501,168,926,Merit,,,,,,,
97224,34472,168,926,Pass,,1358350462,,,,,
97225,22166,168,926,Pass,,,,,,,
97892,23532,168,1045,,,,,,,,
97890,21376,168,1045,,,,,,,,
97888,21274,168,1045,,,,,,,,
97886,21417,168,1045,,,,,,,,
97884,25143,168,1045,,,,,,,,
97231,21232,168,927,,,,,,,,
97232,25143,168,927,,,,,,,,
97233,21367,168,927,,,,,,,,
97234,21417,168,927,,,,,,,,
97235,21372,168,927,,,,,,,,
97236,21274,168,927,,,,,,,,
97237,23876,168,927,,,,,,,,
97238,21376,168,927,,,,,,,,
97239,21283,168,927,,,,,,,,
97240,23532,168,927,,,,,,,,
97241,24753,168,927,,,,,,,,
97242,21340,168,927,,,,,,,,
97243,21266,168,927,,,,,,,,
97244,21404,168,927,,,,,,,,
97245,16861,168,927,,,,,,,,
97246,26441,168,927,,,,,,,,
97247,23122,168,927,,,,,,,,
97248,21361,168,927,,,,,,,,
97249,24168,168,927,,,,,,,,
97250,21445,168,927,,,,,,,,
97251,21244,168,927,,,,,,,,
97253,21392,168,927,Pass,,1371040526,,,,,
97254,35070,168,927,Pass,,1371040591,,,,,
97907,33122,168,1045,Distinction,,,,,,,
97256,34486,168,927,Pass,,1371040540,,,,,
97905,21392,168,1045,,,,,,,,
97258,33308,168,927,Distinction,,1371040546,,,,,
97903,21244,168,1045,,,,,,,,
97901,24168,168,1045,,,,,,,,
97261,35067,168,927,Merit,,1371040550,,,,,
97899,23122,168,1045,,,,,,,,
97897,16861,168,1045,,,,,,,,
97895,21266,168,1045,,,,,,,,
97265,33280,168,927,Pass,,1371040554,,,,,
97266,23365,168,927,Pass,,1371040562,,,,,
97893,24753,168,1045,,,,,,,,
97268,34501,168,927,Pass,,1371040564,,,,,
97269,34472,168,927,Pass,,1371040571,,,,,
97270,22166,168,927,Pass,,1371040572,,,,,
97891,21283,168,1045,,,,,,,,
97889,23876,168,1045,,,,,,,,
97887,21372,168,1045,,,,,,,,
97885,21367,168,1045,,,,,,,,
97883,21232,168,1045,,,,,,,,
97811,24558,404,1046,Pass,,,,,,,
97812,22275,404,1046,Pass,,,,,,,
97813,35496,404,1046,Pass,,,,,,,
97814,22032,404,1046,,,,,,,,
97815,22283,404,1046,Pass,,,,,,,
97944,23122,168,1047,,,,,,,,
97942,16861,168,1047,,,,,,,,
97940,21266,168,1047,,,,,,,,
97430,45685,466,926,,,,,,,,
97431,43176,466,926,,,,,,,,
97934,23876,168,1047,,,,,,,,
104926,47351,466,925,Pass,,1371041363,,,,,
97930,21367,168,1047,,,,,,,,
109549,41561,595,551,,,,,,,,
97926,33363,168,1045,Distinction,,,,,,,
97439,42422,466,926,,,,,,,,
97919,45707,168,1045,,,,,,,,
97441,35192,466,926,,,,,,,,
97914,22139,168,1045,Pass,,,,,,,
97443,45697,466,926,,,,,,,,
97880,24166,404,1047,,,,,,,,
109345,38390,539,1125,,,,,,,,
97447,33361,466,926,,,,,,,,
105748,16823,116,209,,,,,,,,
97449,46256,466,926,,,,,,,,
97870,22275,404,1047,Pass,,1370879302,,,,,
97867,35305,404,1047,Pass,,,,,,,
97863,34503,404,1047,,,,,,,,
97860,34214,404,1047,,,,,,,,
104668,42678,116,199,Pass,,1358185306,,,,,
97857,22057,404,1047,Pass,,1370879215,,,,,
97458,42282,466,926,,,,,,,,
97854,21093,404,1047,Pass,,1370879199,,,,,
97460,35498,466,926,,,,,,,,
97851,21289,404,1047,Pass,,1370879163,,,,,
97848,21377,404,1047,,,,,,,,
97845,23060,404,1047,,,,,,,,
97464,37578,466,926,,,,,,,,
97842,24605,404,1047,,,,,,,,
97839,21218,404,1047,,,,,,,,
97828,16474,404,1047,,,,,,,,
104891,25065,466,613,,,,,,,,
97824,14864,404,1046,,,,,,,,
97471,45700,466,926,,,,,,,,
97472,26409,466,926,,,,,,,,
97473,45699,466,926,,,,,,,,
97821,33154,404,1046,,,,,,,,
97817,33295,404,1046,Pass,,,,,,,
97809,35305,404,1046,Pass,,,,,,,
111266,42604,451,319,,,,,,,,
97478,42660,466,926,,,,,,,,
109410,52387,539,878,Pass,,1371128106,,,,,
104733,33196,466,615,,,,,,,,
97481,43177,466,926,,,,,,,,
97482,42331,466,926,,,,,,,,
